question,explanation_a__score,explanation_a__reason,explanation_b__score,explanation_b__reason
how can i recreate the smell of rain at home?,0.0,"The passage provides a literal description of petrichor and geosmin, with no non-literal conceptual framing or domain shift. It does not depend on a metaphorical understanding, nor does it introduce any novel or expressive figurative language.",0.0,"The passage describes the smell of rain and how to recreate it using essential oils, but it does not employ any active metaphors. The language is literal and descriptive, focusing on the components and process of simulating the scent of rain without any non-literal conceptual framing or domain shifts."
the ashes and bones of philip ii of macedon was confirmed today. how do you confirm the identity of a 2300 year old cremated body?,0.0,"The passage provides a literal description of the forensic analysis process used to confirm the identity of ancient remains. It does not employ non-literal conceptual framing or domain shifts that would qualify as an active metaphor. The language is technical and descriptive, focusing on the methods and evidence used in archaeology and forensic science.",0.0,"The passage does not contain any active metaphors. It is a literal description of archaeological findings and historical analysis, with no non-literal conceptual framing or domain shift present. The language used is straightforward and factual, without any figurative language that alters the understanding of the concepts discussed."
why can i physically feel my emotions?,0.0,"The passage provides a literal explanation of a physiological process involving the anterior cingulate cortex and vagus nerve. There is no non-literal conceptual framing or domain shift present, and the description can be fully understood literally without invoking metaphorical language.",0.9579122674284875,"The passage uses an active metaphor by describing the brain as a 'control center' and emotions as a 'symphony' with emotions as the conductor. This non-literal framing changes how the mind-body connection is understood, introducing a novel domain shift from music to emotional experience. The metaphor is not idiomatic or frozen, and the meaning cannot be preserved under a literal reading."
how many molecules wide are the sharpest blades?,0.0,"The passage does not contain an active metaphor. It describes the sharpness of obsidian blades in a literal manner, without employing non-literal conceptual framing or domain shift. The mention of optometrists and ophthalmologists is factual and does not introduce figurative language.",0.34864514210180597,"The passage uses a simile to compare molecules to soldiers, but this is a conventional analogy and does not introduce a novel domain shift. The description of the blade's sharpness and molecular structure is primarily literal and technical, with no active metaphor present."
would any heavy metals such as mercury be found in fish naturally or is that caused entirely by human industrial waste?,0.0,The passage provides a literal and factual description of how mercury is found in the environment and its impact due to human activities. There is no non-literal conceptual framing or domain shift present that would qualify as an active metaphor. The language used is straightforward and does not involve figurative language or personification.,0.0,The passage does not contain any active metaphors. It provides a literal description of historical and geological facts about mercury deposits and their environmental impact. There is no non-literal conceptual framing or domain shift present in the text.
why do dogs love belly rubs ?,0.0,"The passage does not contain an active metaphor. It provides a literal explanation of why dogs enjoy belly rubs, using a straightforward comparison to human experiences with massages. The comparison is not novel or domain-shifting, and the language remains literal and descriptive throughout.",0.0,"The passage provides a literal explanation of biological and neurological processes related to oxytocin and neuron stimulation. It does not employ non-literal conceptual framing or domain shifts that would qualify as an active metaphor. The language is descriptive and factual, focusing on scientific explanations without figurative language."
is there a scientific reason that the hexagon is 'nature's shape'?,0.0,"The passage provides a literal explanation of why hexagons are efficient shapes in nature, using scientific principles of energy minimization. It does not employ non-literal conceptual framing or domain shifts that would qualify as an active metaphor. The description of soap bubbles and honeycombs is factual and does not rely on figurative language.",0.0,"The passage provides a literal explanation of why hexagons are prevalent in nature, focusing on their geometric efficiency and stability. It does not employ non-literal conceptual framing or domain shifts that would qualify as an active metaphor. The description is purely factual and scientific, without any figurative language that alters the understanding of the concept."
"does cannabis increase dopamine levels significantly? can this increase, over time, lead to schizophrenia?",0.0,"The passage provides a literal explanation of the effects of cannabis on dopamine levels and its potential link to schizophrenia. It does not employ any non-literal conceptual framing or active metaphors. The language is straightforward and scientific, focusing on factual information without figurative language.",0.0,"The passage does not contain any active metaphors. It is a literal and factual discussion of scientific research on THC, dopamine, and schizophrenia, without any non-literal conceptual framing or domain shifts. The language is straightforward and does not employ figurative language that changes the understanding of the concepts discussed."
can we use nuclear weapons for good? elon musk said we can use them to melt mars's ice caps. are there any other positive uses?,0.0,"The passage provides a literal historical account of nuclear programs by the United States and USSR, describing their intended peaceful uses. It lacks any non-literal conceptual framing or domain shift that would qualify as an active metaphor.",0.0,"The passage does not contain an active metaphor. It discusses the theoretical use of nuclear weapons to melt Mars's ice caps in a literal and technical manner without employing non-literal conceptual framing or domain shifts. The language is descriptive and factual, focusing on potential applications and implications rather than metaphorical expression."
could you make an iron ball orbit a magnet in space?,0.0,The passage provides a literal explanation of why an iron ball cannot orbit a magnet in space due to the nature of magnetic and gravitational forces. It does not employ non-literal conceptual framing or domain shifts that would qualify as an active metaphor. The discussion remains within the realm of scientific explanation without introducing figurative language.,0.0,"The passage is a literal explanation of physical forces and their mathematical properties, with no non-literal conceptual framing or domain shift present. It describes the nature of forces and orbits without using figurative language or metaphors."
how does the excess salt from salting roads affect the environment? things such as bodies of water or soil quality?,0.0,"The passage describes the behavior of salmon in a literal manner, explaining their navigation and spawning process without employing non-literal conceptual framing. There is no active metaphor present, as the language used is straightforward and factual, focusing on the environmental impact of road salt on salmon populations.",1.0,"The passage uses active metaphors by framing salt as a 'bully at a playground' and soil as a 'chef's recipe,' which are non-literal conceptual framings that change how the environmental impact of salt is understood. These metaphors introduce a domain shift by applying social and culinary domains to environmental science, making them active and novel. The metaphors are not idiomatic or frozen, and the meaning cannot be preserved under a literal reading, fulfilling the criteria for active metaphors."
"joey chestnut ate 70 hotdogs in 10 minute today. what is your bodies reaction to 19,600 calories in that short of timespan?",0.0,"The passage provides a literal description of the physiological processes involved in consuming a large number of calories. It does not employ non-literal conceptual framing or domain shifts that would qualify as an active metaphor. The language used is straightforward and descriptive, focusing on the biological and metabolic responses without figurative language.",0.0,"The passage does not contain an active metaphor. It is a detailed, literal explanation of the digestive process and how the body handles a large intake of calories. There is no non-literal conceptual framing or domain shift present that changes the understanding of the target concept. The language used is technical and descriptive, focusing on physiological processes without employing figurative language."
"when sheep go too long without being sheared, their wool gets overgrown and they can barely move. what did they do before farmers?",0.0,"The passage provides a literal historical account of sheep breeding practices without employing any non-literal conceptual framing or domain shift. It describes the process of selective breeding in a straightforward manner, lacking any active metaphorical language.",0.0,"The passage provides a literal description of the natural and domesticated processes of wool shedding in sheep. It does not employ any non-literal conceptual framing or domain shift that would qualify as an active metaphor. The explanation is straightforward and factual, with no figurative language present."
why does cyanide kill you so quickly?,0.03308598065306466,"The passage provides a literal explanation of how cyanide affects cellular respiration by blocking an enzyme, leading to suffocation. There is no non-literal conceptual framing or domain shift present, and the description can be fully understood literally without invoking metaphorical language.",0.9149009544128985,"The passage uses an active metaphor by comparing cellular respiration to a car engine and oxygen to fuel, with cyanide acting as a material that clogs the engine. This non-literal framing introduces a novel domain shift from biological processes to mechanical functions, altering the understanding of how cyanide affects the body. The metaphor is not idiomatic or frozen, and the meaning cannot be preserved under a literal reading, fulfilling the criteria for an active metaphor."
"are the three spatial dimensions actually one dimension, represented by three vectors? are the three dimensions actually ""separate""?",0.0,"The passage provides a literal explanation of three-dimensional space using standard terminology without employing non-literal conceptual framing or domain shifts. It describes the dimensions and their interconnections in a straightforward manner, without introducing any active metaphors or figurative language that alters the understanding of the concept.",0.0,"The passage provides a literal explanation of dimensions in vector spaces without employing any non-literal conceptual framing or domain shift. It describes the concept of dimensions in a straightforward, technical manner, which aligns with standard technical terminology and does not introduce any active metaphorical language."
if our eyes had a resolution/pixel count what would it be?,0.0,"The passage provides a literal explanation of the human eye's resolution compared to a camera, using factual information and numerical comparisons. There is no non-literal conceptual framing or domain shift present, and the description can be fully understood literally without invoking a metaphorical interpretation.",0.0,"The passage uses a literal comparison between the human eye and a digital camera in terms of resolution, which does not involve a non-literal conceptual framing or domain shift. The description remains within the realm of technical and factual explanation without introducing an active metaphor."
are all subatomic particles the same size?,0.0,"The passage provides a literal explanation of subatomic particles and their characteristics without employing any non-literal conceptual framing or domain shift. It describes the sizes and charges of particles factually, without using metaphorical language.",0.0,"The passage provides a literal description of subatomic particles and their sizes, using a common analogy to explain scale. The analogy of an atom being as big as a football stadium is a conventional comparison used for educational purposes and does not introduce a novel domain shift or non-literal conceptual framing. Therefore, it does not qualify as an active metaphor."
how did max planck calculate a planck length?,0.0,"The passage provides a literal and factual description of the Planck length and its calculation, without employing any non-literal conceptual framing or domain shift. It does not contain any active metaphors or figurative language as defined by the evaluation steps.",0.08509904036636975,"The passage does not contain an active metaphor. The description of the Planck length using a ruler analogy is a literal comparison to aid understanding, not a non-literal conceptual framing. The analogy is used to simplify a complex concept, but it does not introduce a novel or domain-shifting metaphorical framing. The passage remains within the realm of literal explanation and does not meet the criteria for an active metaphor."
"how are we able to tell the difference between sounds that are loud but far away, and ones that are close but quiet?",0.0,"The passage provides a literal explanation of how the brain distinguishes between different sounds using volume intensity and arrival time cues. There is no non-literal conceptual framing or domain shift present, and the description can be fully understood literally without invoking any metaphorical language.",0.0,"The passage provides a literal explanation of how the brain determines the distance of a sound source using factors like perceived loudness, sound localization, and contextual information. There is no non-literal conceptual framing or domain shift present, and the language is purely descriptive and technical, aligning with standard scientific explanations."
how do we know what dinosaurs did with their bodies?,0.2942149845400438,"The passage uses a simile comparing paleontologists to detectives, but this is a straightforward analogy rather than an active metaphor. The comparison does not involve a novel domain shift or non-literal conceptual framing that changes understanding. The rest of the passage is a literal description of paleontological methods and findings.",0.0,"The passage provides a literal and technical explanation of how scientists study dinosaurs using fossil evidence, comparative anatomy, and biomechanical studies. It does not employ any non-literal conceptual framing or active metaphors. The language is straightforward and descriptive, focusing on scientific methods without introducing figurative language or domain shifts."
can you use a regular compass on mars?,0.0,"The passage provides a literal explanation of why a compass would not work on Mars due to the weak magnetic field and describes alternative navigation methods. There is no non-literal conceptual framing or domain shift present, and the content is purely factual and technical.",0.0,"The passage provides a literal explanation of how navigation works on Mars compared to Earth, without employing any non-literal conceptual framing or domain shift. It describes the technical differences and solutions in a straightforward manner, lacking any active metaphorical language."
"how do gorillas manintain their large muscle mass on a diet that is almost 70% fruit, and 20% leaves?",0.0,"The passage provides a literal explanation of gorillas' dietary habits and their ability to maintain muscle mass. It does not employ any non-literal conceptual framing or domain shift that would qualify as an active metaphor. The language is straightforward and descriptive, focusing on factual information about gorillas' diet and digestion.",0.0,The passage provides a literal explanation of how gorillas maintain muscle mass through diet and metabolism. It lacks non-literal conceptual framing or domain shifts that would qualify as an active metaphor. The description is purely factual and does not rely on figurative language.
do ants of the same colony ever get into disputes or fight? like if steve is not working as hard as andy?,0.0,"The passage describes ant behavior in a literal and factual manner without employing non-literal conceptual framing or domain shifts. The description of ants having disputes and resolving conflicts through communication and social hierarchy is a straightforward account of their behavior, not a metaphorical one.",0.0229773715408218,"The passage uses an analogy comparing an ant colony to a well-oiled machine, but this is a conventional metaphor and does not involve a novel domain shift. The comparison is straightforward and does not alter the understanding of the target concept in a non-literal way. The analogy serves as a neutral explanation rather than introducing expressive or domain-shifting figurative framing."
how did the early indigenous people of the pacific islands obtain fresh drinking water?,0.0,"The passage provides a literal description of traditional methods used by early indigenous people to obtain fresh drinking water. It does not employ any non-literal conceptual framing or figurative language that would qualify as an active metaphor. The description is straightforward and factual, with no domain shift or metaphorical language present.",0.0,"The passage provides a literal description of how indigenous people sourced and stored fresh water, without employing any non-literal conceptual framing or domain shift. It lacks active metaphors and relies on straightforward, factual language."
how do surgeons place back organs like intestines?,0.0,"The passage provides a literal and technical description of surgical procedures without employing any non-literal conceptual framing or domain shift. It lacks any active metaphorical language, as it describes the steps of surgery in a straightforward manner.",0.8807970685907239,"The passage uses active metaphors by employing non-literal conceptual framings to describe the surgical process. The comparison of placing organs to solving a puzzle, rearranging items in a suitcase, and securing a tent with pegs introduces novel, domain-shifting imagery that changes how the surgical procedure is understood. These metaphors are not idiomatic or frozen, and they cannot be interpreted literally without losing their intended meaning."
why aren't lightning bolts straight?,0.6224593312018546,"The passage uses an active metaphor by comparing the path of a lightning bolt to a winding road and a car taking a detour, which introduces a non-literal conceptual framing. This metaphor changes how the path of a lightning bolt is understood, emphasizing its complexity and variability. The metaphor is novel due to the domain shift from electricity to road navigation, making it an active metaphor.",0.622459324198198,"The passage uses an active metaphor by comparing the movement of electric charge in lightning to water flowing down a mountain. This introduces a non-literal conceptual framing that changes how the target concept (electric charge movement) is understood, highlighting the path of least resistance in both cases. The metaphor is novel due to the domain shift from fluid dynamics to electrical phenomena, making it an active metaphor."
"for an extinction event-sized meteorite (e.g. the one that caused the chicxulub crater, ~10km), how long would the object be visible in the sky before impact?",0.0,"The passage provides a literal description of the visibility of a meteorite entering the Earth's atmosphere, focusing on physical factors like size, speed, and angle of entry. There is no non-literal conceptual framing or domain shift present, and the description can be fully understood literally without invoking metaphorical language.",0.0,"The passage describes a meteorite entering the Earth's atmosphere using literal language and standard terminology. The comparison 'like a speeding bullet' is a simile, not a metaphor, and does not introduce a novel domain shift. The description of the meteorite's descent and the resulting fireball is factual and does not rely on non-literal conceptual framing."
"when you stop smelling something after you have been around the smell for a while, what's happening physically?",0.7549149868676283,"The passage uses an active metaphor by comparing olfactory adaptation to listening to music at a loud volume, which involves a domain shift from the olfactory system to auditory experience. This non-literal framing changes how the concept of olfactory adaptation is understood, making it an active metaphor.",0.07585817166422973,"The passage provides a literal explanation of olfactory adaptation without employing active metaphorical language. The comparison to putting on a new perfume is a simile, not a metaphor, and does not introduce a novel or domain-shifting figurative framing. The description remains within the literal and scientific explanation of the process."
how does charcoal work?,0.0,"The passage provides a literal explanation of how charcoal functions, focusing on its physical properties and uses. There is no non-literal conceptual framing or domain shift present that would qualify as an active metaphor. The description of adsorption is technical and literal, not metaphorical.",0.2942149659744614,"The passage uses a simile 'Picture charcoal as a sponge for molecules,' which is a direct comparison and not a metaphor. The rest of the text provides a literal explanation of charcoal's properties and uses, without employing non-literal conceptual framing or domain shifts. Therefore, it does not meet the criteria for an active metaphor."
"why do humans have such distinct hairlines, as opposed to all over the place like other animals?",0.0,"The passage provides a literal explanation of human and animal hairlines in terms of evolutionary adaptation and environmental pressures. There is no non-literal conceptual framing or domain shift present, and the description can be fully understood literally without invoking metaphorical language.",0.0,"The passage provides a literal explanation of why humans have distinct hairlines, focusing on genetics, evolution, biology, and developmental factors. It does not employ any non-literal conceptual framing or figurative language that would qualify as an active metaphor. The explanation is straightforward and factual, with no domain shift or novel metaphorical expression present."
why do people faint because of low blood sugar when they haven't had a meal for a long time if the body can turn stored glycogen into glucose?,0.0,"The passage provides a literal explanation of the physiological process of glucose metabolism and glycogen storage. It does not employ any non-literal conceptual framing or domain shift that would qualify as an active metaphor. The description is straightforward and factual, with no figurative language present.",0.0,"The passage provides a literal and scientific explanation of how the body metabolizes glycogen and fat during fasting. It does not employ any non-literal conceptual framing or domain shift that would qualify as an active metaphor. The language is straightforward and descriptive, focusing on physiological processes without figurative language."
do mammals with large litters ever have identical twins within the litters?,0.0,"The passage provides a factual explanation about the occurrence of identical twins in mammals with large litters. It does not employ any non-literal conceptual framing or figurative language that would qualify as an active metaphor. The explanation is purely literal and scientific, aligning with the criteria for scoring 0.",0.0,"The passage provides a literal explanation of the occurrence of identical twins in mammals, without employing any non-literal conceptual framing or figurative language. It describes biological processes in a straightforward manner, lacking any active metaphor or domain shift."
"if energy cannot be created, and the universe is expanding, will the energy eventually become so dispersed enough that it is essentially useless?",0.0,"The passage does not contain an active metaphor. It provides a literal explanation of the law of conservation of energy and its implications as the universe expands. The comparison of energy spreading out like heat from a radiator is a simile, not a metaphor, and does not involve a domain shift or novel figurative framing.",0.754914997895581,"The passage uses an active metaphor by comparing the expansion of the universe and the dispersion of energy to a bag of popcorn expanding as it pops. This introduces a novel, non-literal conceptual framing that changes how the target concept is understood, fulfilling the core metaphor test and novelty & domain-shift test. The metaphor is not idiomatic or frozen, and the meaning cannot be preserved under a literal reading, aligning with the abstract metaphor criteria."
"is the planck length really the smallest any distinct object can physically be, or is it simply a limitation on our ability to measure length?",0.5312093733737562,"The passage uses an active metaphor by comparing the Planck length to a ruler with limited resolution, which introduces a novel domain shift from measurement tools to fundamental physics. This non-literal framing alters the understanding of the Planck length, making it an active metaphor.",0.0,"The passage provides a literal and technical explanation of the Planck length, a fundamental concept in physics. It does not employ non-literal conceptual framing or domain-shifting language that would qualify as an active metaphor. The description remains within the realm of standard scientific terminology and does not introduce any figurative language that alters the understanding of the concept."
is homeopathy different from the placebo effect?,0.0,"The passage provides a literal explanation of the placebo effect and homeopathy, without employing any non-literal conceptual framing or domain shift. It describes these concepts in a straightforward manner, focusing on their definitions and differences, which aligns with standard technical terminology rather than metaphorical language.",0.0,"The passage does not contain an active metaphor. It provides a literal explanation of homeopathy and the placebo effect, describing their principles and differences without using non-literal conceptual framing or domain shifts. The language is straightforward and does not rely on figurative language to alter understanding."
is there any seismic activity on the moon?,0.0,"The passage provides a literal description of seismic activity on the Moon, explaining the causes and monitoring of moonquakes without employing any non-literal or figurative language. There is no active metaphor or domain shift present, as the language is straightforward and technical.",0.0,"The passage provides a literal description of moonquakes and their characteristics, without employing any non-literal conceptual framing or domain shift. It lacks active metaphors, as it focuses on factual information about seismic activity on the Moon, similar to how earthquakes are described on Earth."
is there any biological reason why some people sing better than others?,0.0,"The passage provides a literal explanation of how vocal cords and the larynx function in singing, using a straightforward analogy to a guitar string. This analogy does not introduce a novel or domain-shifting figurative framing, and the description can be fully understood literally without invoking a non-literal source domain. Therefore, it does not meet the criteria for an active metaphor.",0.0,"The passage provides a literal explanation of biological factors affecting singing ability, with no use of non-literal or figurative language. It describes anatomical and genetic influences without employing metaphorical framing or domain shifts."
"when they repave a road, where do they send the old asphalt and what is its environmental fate?",0.0,"The passage provides a literal description of the asphalt recycling process without employing any non-literal conceptual framing or domain shift. It lacks active metaphors, as it describes technical processes and environmental benefits in a straightforward manner.",0.0,"The passage provides a literal description of the process and benefits of recycling asphalt. It does not employ any non-literal conceptual framing or domain shift that would qualify as an active metaphor. The language is straightforward and technical, focusing on factual information about recycling practices and their environmental impact."
how does a human lung remove inhaled dust and other small foreign objects?,0.053403328669912084,"The passage describes the biological mechanisms of the lungs in a literal manner, using a common analogy of cilia acting 'like a broom.' This analogy is idiomatic and widely recognized, thus considered frozen. The explanation does not involve a novel domain shift or non-literal conceptual framing that changes the understanding of the target concept. Therefore, it does not meet the criteria for an active metaphor.",0.9399133475116977,"The passage uses active metaphors to describe lung function, such as 'lungs as air purifiers' and 'cilia act like brooms,' which involve non-literal conceptual framing. These metaphors introduce a domain shift by comparing biological processes to mechanical and cleaning functions, altering the understanding of lung function. The metaphors are not idiomatic or frozen, and the meaning cannot be preserved under a literal reading, fulfilling the criteria for active metaphors."
"modern humans have existed for about 200,000 years. if you could go back in time and bring back an infant would it be able to grow up and thrive like a baby from this day and age?",0.0,"The passage does not contain any active metaphors. It is a literal description of the challenges an infant from 200,000 years ago would face in adapting to modern society. There is no non-literal conceptual framing or domain shift present in the text.",0.7057850216484838,"The passage contains an active metaphor by comparing a child's need for the right environment to a plant needing the right soil and sunlight to grow. This introduces a non-literal conceptual framing that changes how the target concept (child development) is understood, highlighting the importance of environmental factors in growth. The metaphor is novel due to the domain shift from botany to human development, making it an active metaphor."
does a container with a perfect vacuum in it float?,0.0,"The passage provides a literal explanation of a perfect vacuum and the concept of buoyancy, without employing any non-literal or figurative language. The description of floating and sinking is based on physical principles and does not involve a metaphorical domain shift or novel figurative framing.",0.0,"The passage provides a literal explanation of physical principles, specifically Newton's law of gravity, without employing any non-literal or figurative language. There is no metaphorical framing or domain shift present, as the description is purely technical and factual."
why can't tooth resorption be treated more subtly than via root canal?,0.0,"The passage provides a literal explanation of tooth resorption and the necessity of a root canal, without employing any non-literal conceptual framing or active metaphor. The language is straightforward and technical, focusing on factual descriptions rather than figurative language.",0.0,The passage provides a literal and technical explanation of tooth resorption and root canal treatments without employing any non-literal conceptual framing or domain shift. It lacks any active metaphorical language as defined by the evaluation steps.
do we know how or why five-sided symmetrical organisms evolved?,0.0,"The passage provides a literal explanation of the evolution of five-sided symmetry in organisms, discussing scientific theories and genetic mechanisms without employing non-literal conceptual framing or domain shifts. It lacks active metaphors, as it does not depend on figurative language to alter the understanding of the concept.",0.0,"The passage provides a literal explanation of the evolution of five-sided symmetrical organisms through natural selection, without employing any non-literal conceptual framing or domain shift. It describes the process in straightforward biological terms, lacking any active metaphorical language."
"this may seem like a silly question, but what is the definition of mass?",0.0,"The passage provides a literal explanation of the concept of mass in physics, using a straightforward comparison between a bowling ball and a tennis ball to illustrate differences in mass. There is no non-literal conceptual framing or domain shift present, and the explanation can be fully understood literally without invoking a metaphorical interpretation.",0.022977367526554472,"The passage uses a simile ('like looking at a pile of bricks') to explain the concept of mass, but it does not introduce a novel or domain-shifting metaphor. The explanation remains literal and straightforward, focusing on a direct comparison rather than a non-literal conceptual framing. Therefore, it does not meet the criteria for an active metaphor."
can mosquitoes die if they bite someone with a high blood-alcohol level?,0.0,"The passage provides a literal explanation of how alcohol in the blood can affect mosquitoes, without employing any non-literal conceptual framing or domain shift. It describes a biological process in a straightforward manner, lacking any active metaphorical language.",0.7981867753392728,"The passage uses an active metaphor by comparing a mosquito to a 'tiny sipper at a large buffet,' which introduces a non-literal conceptual framing. This metaphor changes how the target concept (mosquito feeding) is understood by likening it to a human behavior at a buffet, which is a domain shift from biology to human dining behavior. The metaphor is novel and not a conventional expression, thus meeting the criteria for an active metaphor."
are there alternative notations for hyper-large numbers such as tree(3)?,0.0,"The passage provides a literal explanation of alternative notations for hyper-large numbers without employing any non-literal conceptual framing or domain shift. It describes the Ackermann function, Graham's number, and up-arrow notation in a straightforward manner, lacking any active metaphorical language.",0.0,"The passage describes mathematical notations and functions in a literal manner without employing non-literal conceptual framing. Terms like 'tree(3)', 'Ackermann function', and 'Knuth's up-arrow notation' are standard mathematical terminology and do not involve active metaphors. The description of these notations does not depend on figurative language or domain shifts, and the meaning can be fully understood literally."
what would happen if we turned all our genes on?,1.0,"The passage uses an active metaphor by framing genes as a library and gene expression as a librarian's task. This non-literal conceptual framing changes how gene regulation is understood, highlighting the complexity and precision required in gene expression. The metaphor introduces a novel domain shift by comparing biological processes to library management, which is not a conventional or idiomatic expression.",0.0,"The passage uses a simile 'genes are like instructions' which is a literal comparison and not a metaphor. The rest of the passage describes potential literal outcomes of turning on all genes, without employing non-literal conceptual framing or domain shifts. Therefore, it does not meet the criteria for an active metaphor."
is there a theoretical limit to the size of ocean vessels?,0.9525741281688027,"The passage uses an active metaphor by framing the ocean as a 'vast playground' and ships as 'children playing in it,' which introduces a non-literal conceptual framing. This metaphor changes how the target concept of ocean navigation is understood by comparing it to a playground, highlighting the freedom and constraints of movement. The metaphor is novel due to the domain shift from a playground to ocean navigation, and it cannot be interpreted literally without losing its intended meaning. The comparison to a 'giant whale' further reinforces the metaphorical framing, emphasizing the relationship between vessel size and ocean space.",0.0,"The passage provides a literal explanation of the theoretical and practical limits of ocean vessel sizes, focusing on factors like shipyard size, material availability, and construction costs. It does not employ non-literal conceptual framing or domain shifts that would qualify as an active metaphor. The terms 'practical limit' and 'economic limit' are used in their standard, literal sense, and there is no figurative language present that alters the understanding of the concepts discussed."
why has europe's population remained relatively constant whereas other continents have shown clear increase?,0.0,"The passage provides a literal explanation of demographic trends in Europe, focusing on fertility rates, aging population, migration, and economic factors. It does not employ any non-literal conceptual framing or active metaphors, as required by the evaluation steps. The language is straightforward and descriptive, without any figurative language that alters the understanding of the concepts discussed.",0.0,"The passage provides a literal explanation of Europe's population dynamics without employing any non-literal conceptual framing or active metaphor. It describes historical, economic, social, and cultural factors in a straightforward manner, with no figurative language or domain shift present."
is there a way to cook food without heating it?,0.0,"The passage provides a list of methods for cooking food without heat, such as cold smoking, pickling, and marinating. These descriptions are literal and do not involve any non-literal conceptual framing or domain shifts that would qualify as active metaphors. The language used is straightforward and descriptive, focusing on factual information rather than figurative language.",0.2689414213699951,"The passage uses the term 'cooked' in a non-literal sense to describe chemical changes in food, but this is a conventional usage in culinary contexts and does not involve a novel domain shift. The explanation relies on standard culinary terminology rather than introducing an active metaphor."
"if e. coli is found in our intestines and used in various medicine, why is it harmful in food?",0.0,"The passage provides a factual and literal explanation of E. coli, its presence in the intestines, and its potential harmful effects when found in food. There is no non-literal conceptual framing or domain shift present that would qualify as an active metaphor. The language used is straightforward and descriptive, focusing on scientific and medical facts without employing figurative language.",0.0,"The passage provides a literal explanation of E. coli and its effects on the human body, without employing any non-literal or figurative language. It describes the differences between harmless and harmful strains of E. coli in a straightforward manner, without using metaphors or domain shifts."
what is the purpose of sparks at base of a rocket just before launch?,0.017986206705055796,"The passage uses a literal explanation of the rocket ignition process without introducing a non-literal conceptual framing. The comparison of rocket engines to car engines is a straightforward analogy without domain shift or novel figurative language. The description of sparks and ignition is literal and technical, not metaphorical.",0.0,"The passage provides a literal explanation of the ignition process in rockets, describing the role of sparks in igniting fuel. There is no non-literal conceptual framing or domain shift present, and the description can be fully understood literally without invoking metaphorical language."
"do species with shorter reproductive cycles evolve ""faster""?",0.9820137867150732,"The passage uses an active metaphor by framing evolution as a 'never-ending race,' which is a non-literal conceptual framing that changes how the process of evolution is understood. The metaphor is novel due to the domain shift from a literal race to the biological process of evolution, making it an active metaphor. The comparison of species with shorter reproductive cycles to 'runners who complete more laps' further reinforces the metaphorical framing, altering the understanding of evolutionary speed.",0.914900957313305,"The passage uses an active metaphor by comparing species with different reproductive cycles to a fast-paced sports team and a slow chess player. This non-literal framing introduces a novel domain shift from biological evolution to sports and games, altering the understanding of evolutionary processes. The metaphor is not idiomatic or frozen, and the meaning cannot be fully captured literally, fulfilling the criteria for an active metaphor."
how many pennies need to be stacked before the penny on the bottom gets crushed?,0.0,"The passage provides a literal explanation of the physical properties and calculations related to stacking pennies. There is no non-literal conceptual framing or domain shift present, and the description can be fully understood literally without invoking any metaphorical language.",0.0,"The passage provides a literal explanation of the physical properties and calculations needed to crush a penny. It does not employ any non-literal conceptual framing or figurative language that would qualify as an active metaphor. The description is purely technical and factual, with no domain shift or metaphorical language present."
what makes some people have a better memory than others?,0.651354857898194,"The passage uses an active metaphor by comparing memory to a muscle, which is a non-literal conceptual framing that changes how memory is understood. This metaphor introduces a domain shift from physical exercise to cognitive function, making it an active metaphor according to the evaluation steps.",0.0,"The passage provides a literal explanation of factors influencing memory, such as genetics, brain structure, and lifestyle. It lacks any non-literal conceptual framing or domain shift that would qualify as an active metaphor. The content is purely descriptive and factual, aligning with standard technical terminology and literal descriptions."
could you get cancer from ingesting a cancerous tumor?,0.0,"The passage provides a literal explanation of why cancer is not contagious and discusses the biological processes involved. There is no non-literal conceptual framing or domain shift present that would qualify as an active metaphor. The language used is straightforward and factual, without any figurative elements that alter the understanding of the concept.",0.0,The passage provides a literal explanation of the biological processes involved in ingesting a cancerous tumor and does not employ any non-literal conceptual framing or domain shift. It lacks any active metaphorical language as defined by the evaluation steps.
"what is ""metallic"" taste?",0.0,"The passage provides a literal description of the metallic taste and its causes, without employing any non-literal conceptual framing or domain shift. It does not contain any active metaphors, as it relies on straightforward, factual language to convey information about the taste sensation and its potential causes.",0.562176500885798,"The passage uses an active metaphor by comparing the unexpected metallic taste to a prank played by taste buds, which is a non-literal conceptual framing that alters the understanding of the experience. This metaphor is novel as it introduces a domain shift from human behavior (pranks) to sensory experience (taste), making it an active metaphor."
"this may be a dumb question, but when i turn off my lights, where does all the light go?",0.8933093989533706,"The passage uses an active metaphor by comparing turning off the lights to dimming the spotlight in a theater, which introduces a novel domain shift from a physical room to a theatrical setting. This non-literal framing changes how the concept of light and visibility is understood, making it an active metaphor.",0.02297737200078998,The passage does not contain an active metaphor. The explanation of light and sound is literal and does not involve a non-literal conceptual framing or domain shift. The comparison to sound waves stopping is a straightforward analogy without novel or expressive figurative framing.
